,nnodes,molw,logp,qed,episode,episode_reward,smiles,num_decode_fail,total_score,similarity
0,20,351.6000000000002,5.671800000000006,0.5671103105251809,0,0.1909722222222222,CC(=CC(=O)N1CCSC2(CCCCC2(C)C)C1(C)C)C(C)(C)C,0,0.46875,0.046875
1,10,171.26399999999998,-0.5155999999999983,0.5897452731881694,1,0.3344671201814059,CCNC(=O)C1CCCC1[NH2+]C,0,0.6122448979591837,0.061224489795918366
2,18,361.4450000000001,3.9584000000000024,0.7048237535042398,2,2.3946360153256703,C=CCc1cccc(C)c1NC(=O)NCC1(C#N)CCc2c(O)cccc21,0,2.672413793103448,0.2672413793103448
3,14,330.4170000000001,0.5770200000000005,0.7619344324796022,3,0.2524109014675051,Cc1scnc1CNC(=O)C1(N)NC(c2ccccc2)=NN1C,23,2.830188679245283,0.2830188679245283
4,12,161.26899999999998,-0.941999999999998,0.4705441406801352,4,-0.9684994272623138,CC(CN)[NH2+]C(C)CCCO,10,0.30927835051546393,0.030927835051546393
5,17,398.286,1.8560999999999999,0.5320843695832925,5,1.885858585858586,Nc1c[nH]nc1NC(=O)CSCCNC(=O)c1ccc(Br)cc1,2,2.3636363636363638,0.23636363636363636
6,11,256.327,0.9113999999999995,0.8114408943518822,6,0.9371754932502595,COC(=O)CCC1(c2cncs2)COCCN1,0,1.2149532710280373,0.12149532710280374
7,9,268.60699999999997,3.7131000000000016,0.7587067796306253,7,1.1507936507936505,CCC(CCl)Cc1scnc1Br,0,1.4285714285714284,0.14285714285714285
8,10,234.25499999999997,2.01032,0.8759119274633212,8,2.118055555555556,Cc1nc(COc2ccccc2C(C)O)no1,0,2.3958333333333335,0.23958333333333334
9,16,354.41400000000004,1.600699999999999,0.8649959706029177,9,1.6894353369763206,CCNC(=O)NC(=O)C1CCCN(c2nccnc2-c2cccnc2)C1,0,1.9672131147540983,0.19672131147540983
10,14,212.24499999999998,0.9934000000000001,0.4154302298101131,10,0.401833872707659,CC(=O)C(=CC1CCC(O)C1C)C(=O)O,0,0.6796116504854368,0.06796116504854369
11,15,399.41100000000006,4.380800000000004,0.782054703603841,11,1.6713747645951038,CC(C)Cc1nc(C[NH2+]C2(C)CCN(c3ccc(Cl)cc3Cl)C2)cs1,0,1.9491525423728815,0.19491525423728814
12,15,382.89500000000004,4.554340000000003,0.6186746503089722,12,2.6787439613526574,Cc1cc(COCC(CNc2ncncc2Cl)c2ccccc2C)ccn1,0,2.956521739130435,0.2956521739130435
13,8,211.265,-0.2593,0.5877654950366045,13,0.28259958071278823,NC1(C(O)C2CCCC2)CC(=O)NC=N1,1,0.660377358490566,0.0660377358490566
14,15,430.35900000000004,2.4572200000000013,0.7582863660990994,14,1.6907261592300962,CC1=CC=CC2N=C(Cl)C(C[NH+](C)Cc3cc(=O)n4c(C)cccc4n3)=CC12Cl,0,1.968503937007874,0.1968503937007874
15,12,272.30400000000003,3.700000000000003,0.6310786782430607,15,2.052319309600863,CC1Cc2ccccc2N1C(C)c1coc([N+](=O)[O-])c1,0,2.3300970873786406,0.23300970873786409
16,11,294.32899999999995,4.271100000000002,0.6734285363947289,16,3.6805555555555554,CCC(=O)c1ccccc1-c1cncn1-c1ccccc1F,0,3.958333333333333,0.3958333333333333
17,12,233.271,1.5917999999999999,0.7478741715818749,17,1.0645299145299143,CC(=CC(O)Cc1[nH]ncc1N)c1ccco1,1,1.442307692307692,0.14423076923076922
18,6,191.278,0.37720000000000065,0.562169394237504,18,-2.969267139479907,NC1(N)CNCC(c2ccccc2)C1,45,1.8085106382978724,0.18085106382978725
19,8,305.34099999999995,1.5548999999999997,0.8822440286069066,19,2.1546546546546548,NC1(c2cccc(-c3cc[nH]n3)c2)CN=C2C=CC=CN2C1=O,0,2.4324324324324325,0.24324324324324326
20,15,243.30999999999997,2.39858,0.7803581928147648,20,1.6024202420242024,CCC(C)NC(=O)C=CNc1ccc(C#N)cc1,1,1.9801980198019802,0.19801980198019803
21,12,294.503,2.6571000000000002,0.8039394783858979,21,-0.0377777777777778,CC1CCCC([NH+]2CCC(C)(C)C(C3CCC3)C2)C1(C)O,0,0.24,0.024
22,11,277.11799999999994,0.5255000000000003,0.6029470669240272,22,0.3343434343434346,Nc1cc(C(O)CCCO)c(Br)[nH]c1=O,6,1.2121212121212122,0.12121212121212122
23,12,378.50100000000003,4.3686200000000035,0.7323964353309542,23,3.358585858585859,Cc1cc(NC(=O)C2CCN(c3nc(-c4ccccc4)cs3)CC2)ccn1,0,3.6363636363636367,0.36363636363636365
24,17,354.4300000000001,1.8676399999999993,0.730613772506234,24,2.4900793650793656,COC(=O)Cc1ccc([NH3+])c2c1NC(C(=O)Nc1c(C)cccc1C)C2,0,2.7678571428571432,0.2767857142857143
25,16,319.44899999999996,-0.6828999999999954,0.6869158096340903,25,1.464327485380117,COC(C)(CNC(C)=O)C1([NH3+])CC2(CCc3ccccc32)C[NH2+]1,1,1.8421052631578947,0.18421052631578946
26,8,164.27200000000002,1.8603199999999998,0.6907407178472437,26,1.698966408268734,CCc1c(C)cccc1C(C)[NH3+],0,1.9767441860465116,0.19767441860465115
27,16,356.4660000000002,4.203460000000003,0.8717482551524425,27,2.2439613526570046,CCC1(CNC(=O)c2cc(-c3oc(C)nc3C)ccc2C)CCCOC1,0,2.5217391304347823,0.25217391304347825
28,11,250.40999999999994,2.0388199999999994,0.8250871622646262,28,0.5186823992133727,Cc1cn[nH]c1CC[NH2+]C1CCCCC1C(C)C,0,0.7964601769911505,0.07964601769911504
29,13,304.4300000000001,4.199600000000003,0.855769384083422,29,1.0897435897435899,CCCOc1ccc(C(O)C2C3CCC(C3)C2C)c(OC)c1,0,1.3675213675213675,0.13675213675213677
30,15,403.4710000000002,3.0525600000000015,0.6685287128931059,30,2.2271402550091075,N#Cc1ccc(-c2nnn(CC(=O)Nc3sc4c(c3C#N)CCCCC4)n2)cc1,2,2.7049180327868854,0.27049180327868855
31,15,432.69100000000003,5.468700000000002,0.543102697964172,31,2.6951951951951956,O=C(Nc1ccc(Cl)cn1)c1nc(COc2c(Cl)ccc(F)c2Cl)cs1,0,2.9729729729729732,0.2972972972972973
32,8,270.768,-1.6186999999999971,0.5388639026763964,32,-0.08212560386473433,[NH3+]C1(CCC2=C(Cl)N3NC=NC3N=C2)CC[NH2+]C1,5,0.6956521739130435,0.06956521739130435
33,8,272.77900000000005,4.7681400000000025,0.7193624799084796,33,2.1222222222222222,Cc1cccc(C2=C(Cl)Nc3[nH]ccc3C2C)c1C,0,2.4,0.24
34,16,336.4820000000001,2.5276000000000005,0.6810039232306652,34,2.2888888888888883,CC(CS)c1nc(CC(=O)NCc2cccc(CO)c2)cs1,1,2.6666666666666665,0.26666666666666666
35,9,239.553,2.8197,0.768904774819058,35,1.519975031210986,CC([NH3+])Cc1ccc(Cl)c(Cl)c1Cl,0,1.797752808988764,0.1797752808988764
36,19,434.47100000000006,5.128200000000005,0.4550317522535423,36,3.222222222222222,CC(C)(C)c1cc(C(=O)Nc2ccc(-n3ccnn3)cc2)oc1COc1ccccc1F,0,3.5,0.35
37,16,349.50000000000017,3.208000000000002,0.849178873560304,37,1.0125448028673836,CN(C(=O)C(=O)NCc1nc(C2CCCCC2)cs1)C1CCCC1,0,1.2903225806451613,0.12903225806451613
38,20,296.39200000000005,1.7934,0.6646332562228718,38,1.6581445523193095,CC(=O)NC(C)=NC(C)CCS(=O)(=O)c1ccccc1,2,2.1359223300970873,0.21359223300970873
39,10,228.187,-0.65452,0.6705480345829387,39,1.1222222222222222,N#Cc1cccc2c(N)c(C(=O)[O-])c(=O)[nH]c12,3,1.7000000000000002,0.17
40,8,257.721,3.3477200000000016,0.662307931285481,40,1.7013888888888888,CNc1nc(F)nc(Cl)c1-c1sccc1C,0,1.9791666666666665,0.19791666666666666
41,13,247.65299999999996,2.1580999999999997,0.8605776153835288,41,1.4930555555555558,COC(C)C(=O)Nc1ccc(Cl)c(O)c1F,0,1.7708333333333335,0.17708333333333334
42,8,223.3199999999999,2.2285000000000004,0.8223306940860177,42,0.3568016614745587,COCCc1c(C2CCCCC2)n[nH]c1N,3,0.9345794392523364,0.09345794392523364
43,11,248.32999999999996,1.00302,0.7292551509651706,43,0.9373165618448637,Cc1ccncc1NC(=O)C1CCCNC1(C)N,2,1.4150943396226414,0.14150943396226415
44,11,294.483,0.7936000000000014,0.7909747864737691,44,0.03472222222222221,CC1(C2(C[NH2+]C3C[NH2+]C4CCCCC4C3)CC2)CCCO1,0,0.3125,0.03125
45,13,316.3860000000001,1.9099000000000002,0.7798856804517477,45,3.1222222222222227,CC(NS(=O)(=O)Cc1ccccc1)c1nnc2ccccn12,0,3.4000000000000004,0.34
46,15,353.3820000000001,2.5967000000000002,0.7013994149311623,46,2.3084291187739465,CCOc1ccccc1-c1occc1CNC(=O)c1nnn(C2CC2)n1,0,2.586206896551724,0.25862068965517243
47,11,261.296,2.3992200000000006,0.9077630864586935,47,1.8790849673202619,Cc1cc(F)cc(C(=O)NCC2C=CC(=O)CC2)c1,0,2.1568627450980395,0.21568627450980393
48,17,318.37300000000005,2.65372,0.7340146761069155,48,2.5259605399792315,COCC(NC(=O)NCCOc1ccc(C)cc1)c1ccco1,0,2.803738317757009,0.2803738317757009
49,15,369.4250000000001,-0.46881999999999713,0.577646144419349,49,0.2936507936507936,CC1(C#N)CC(C(=O)NCC2=C3C=CC=CC3C(=O)OC2)N2CCNC2N1,0,0.5714285714285714,0.05714285714285714
50,10,235.28299999999993,1.0877000000000001,0.8209111547911394,50,1.8434343434343434,O=C(NC1CCCO1)c1cccc(CCO)c1,0,2.121212121212121,0.21212121212121213
51,7,271.38399999999996,1.464,0.826422548492452,51,0.1254480286738351,[NH3+]C1C(=O)CCCCN1CC1C=CC=C2C=CC=CC21,0,0.4032258064516129,0.04032258064516129
52,7,241.25,2.0829,0.48924599651962897,52,0.8933933933933934,ON=CC1=CC=CC2C=CC=NC12c1cocn1,0,1.1711711711711712,0.11711711711711711
53,9,287.29,2.8054000000000014,0.6204552890224957,53,1.6488277268093783,CC1=CC=CC2C(=O)OC(=O)N(Cc3ccc(F)cc3)C12,0,1.926605504587156,0.1926605504587156
54,12,332.53200000000004,1.5412600000000016,0.866142584310432,54,0.9517304189435338,Cc1cc(C)c(C2(C[NH3+])CCC([NH+]3CCC(C)C3C)OC2)cc1C,0,1.2295081967213115,0.12295081967213115
55,16,391.4680000000002,2.1552,0.8480643245143047,55,2.8472222222222223,CS(=O)(=O)N1CCN(Cc2ccc(C(=O)Nc3cccc(F)c3)cc2)CC1,0,3.125,0.3125
56,15,294.4030000000001,0.024700000000001943,0.7223457049438625,56,0.3465919701213819,CCC1(N)CN(C(=O)CCCCc2cnnn2C)CCN1,3,0.9243697478991597,0.09243697478991597
57,7,178.255,1.1276999999999997,0.7157671829333628,57,1.3351254480286738,[NH3+]CCC1CC1c1cccc(O)c1,0,1.6129032258064515,0.16129032258064516
58,11,285.39099999999996,2.897100000000002,0.83276529406422,58,0.28673835125448033,CC1(C)CCCN1C(=O)NCC12C=CC=CC1C=CN=C2,0,0.564516129032258,0.056451612903225805
59,17,350.245,4.419620000000004,0.8186243429659854,59,2.98954895489549,CC(=O)N(Cc1ccccc1C)C(=O)Cc1cc(Cl)cc(Cl)c1,0,3.2673267326732676,0.32673267326732675
